57,93
-38,-87
50,-13
55,-38
13,76
-69,10
-41,-45
57,-46
68,-45
30,11
-94,30
18,-69
-28,-99
28,22
22,39
0,24
-44,27
11,29
96,26
-94,37
74,-48
-44,93
-25,-14
58,96
99,-88
-72,-13
-6,83
-44,-55
15,81
16,-19
-81,-81
33,-67
69,3
79,36
-100,-79
-51,72
22,94
26,99
13,-50
-92,-47
-68,21
-82,78
-74,45
98,-35
-43,-64
3,75
-27,-16
-62,-29
-88,15
-59,-81
36,-55
-93,68
-16,60
23,-63
-81,64
-95,11
61,-55
-62,46
-28,31
56,-92
19,4
-83,75
57,-23
10,38
-49,24
79,-2
93,42
81,56
37,-29
-75,26
-32,9
-70,-30
-79,-71
5,-37
62,13
35,-86
-68,-6
-15,56
74,-70
-82,42
-6,-48
70,-86
-83,38
-21,82
-6,-82
4,-94
-96,-42
58,-37
97,-15
45,27
-47,54
37,-67
-7,-18
-75,14
-22,-67
-59,-84
-9,98
-28,15
0,8
90,-1
31,-28
18,42
88,-78
-43,-76
-93,92
63,-56
71,61
49,-67
37,20
-58,74
-33,-51
-58,20
37,-83
-54,-25
67,-85
-92,95
40,-41
25,-2
-52,10
85,19
16,-1
-30,-44
53,30
59,-90
44,-84
-57,67
75,11
-21,-87
-26,45
48,-16
-95,-27
-85,66
83,79
-15,81
-57,-23
-93,30
41,19
-38,8
9,10
46,76
-72,59
-68,-50
-4,8
-89,-4
-10,88
20,-44
-72,76
-5,38
-56,98
-61,99
-19,58
70,-57
-68,40
-62,-32
77,-63
-11,45
-34,-1
-7,2
46,-87
-18,63
-2,14
-91,-84
-1,-19
8,-61
-31,-47
21,-10
4,-42
19,-15
-7,-87
83,25
36,-4
51,82
-43,62
-86,8
5,-38
32,-50
82,-42
42,17
23,-76
22,-67
33,-45
67,2
12,48
-5,-9
65,66
74,90
-75,53
-2,38
66,-65
-19,89
87,63
100,-99
45,32
50,-83
-46,-5
-100,-12
-35,-28
2,-84
44,-32
21,15
-73,89
89,-12
11,42
-21,6
-23,76
-42,63
-53,-10
6,-18
54,-96
52,8
-11,-40
87,-96
-65,55
45,6
-30,19
-68,-72
-85,-59
-4,60
14,-44
-51,87
-64,-92
-85,89
86,-21
-19,66
6,31
69,-10
-40,58
34,92
48,9
-82,97
-78,-17
-57,29
-96,-48
-37,-31
93,74
45,-2
-68,38
9,33
56,-57
41,66
-50,18
5,85
-47,-10
-22,-21
-30,14
19,-97
69,-92
65,16
-91,21
37,-99
49,-73
12,84
91,30
-97,78
44,69
-7,97
73,47
65,39
95,-72
-43,19
93,31
56,76
21,-97
-94,35
95,16
-33,-45
-69,-77
-30,-94
81,7
-57,-65
86,-6
42,92
-95,76
-55,-89
-45,-89
-4,79
-32,-38
18,-19
33,-41
70,19
-40,-32
7,-52
31,-63
49,43
-80,82
-33,27
56,51
-19,24
-78,18
41,75
-53,56
-90,48
76,-90
-2,-99
5,-79
-53,-56
-49,84
90,22
87,-84
-33,87
-28,-79
-93,88
74,13
8,55
-46,-35
25,34
-75,-65
-85,32
54,-82
-24,44
77,-93
-71,-2
71,-64
41,32
75,67
35,53
-66,-31
3,-9
-89,-63
-96,-10
-43,-29
88,1
-8,-3
32,-46
73,19
28,-85
44,-81
-3,-21
46,73
-15,-48
18,81
-46,-22
56,33
-29,-85
-27,-47
49,35
43,66
91,-86
93,-45
48,-39
57,0
-69,-28
-76,2
-75,-88
-34,-10
-49,83
-12,-100
29,-85
-75,86
34,-48
-91,48
11,30
59,44
2,22
12,-2
-38,10
64,26
-63,-36
5,86
81,40
43,-19
42,28
84,-58
-55,-65
86,82
93,-73
20,87
-38,22
2,71
86,-98
-11,-17
-31,85
-100,33
14,-36
-6,-25
31,24
54,84
66,-69
69,-96
-1,-69
1,-68
-38,-30
47,0
63,82
18,72
93,46
97,20
51,-10
-80,-90
10,-22
61,-81
-74,-56
-98,-75
-75,31
-61,-67
65,12
-96,-83
-65,-55
-30,-20
59,99
-19,-48
63,64
52,-89
-21,-62
11,-67
73,-81
6,65
-76,-99
47,80
13,-93
-65,63
16,-99
-41,-99
5,18
15,-98
-92,-16
-83,-11
-55,81
26,-88
-68,-28
19,-67
30,15
85,10
-32,9
89,-90
10,42
-56,-21
-82,-52
73,92
52,92
54,95
-58,59
7,6
-26,-54
14,-49
71,-58
-83,-74
26,24
-16,22
-5,-2
-39,-66
-93,43
93,52
42,-75
-99,84
64,-36
7,-27
-98,71
-46,20
67,26
76,28
-50,-73
34,75
87,11
41,40
-67,36
-37,46
-30,34
-47,-93
32,4
44,41
-89,-23
29,-2
-88,-17
25,8
58,8
-96,2
-74,16
45,-66
-77,-29
43,77
-87,87
-87,-91
-26,67
-55,51
-55,-5
32,87
-44,-24
-75,-76
100,-21
15,-86
53,91
33,16
-49,-73
-52,4
-44,13
4,5
47,-60
-7,-53
-21,99
-71,50
19,-77
-44,-78
68,-75
-61,-43
-18,65
71,48
64,5
53,68
-50,-10
-84,-22
96,-41
0,-27
60,19
-86,-40
-61,12
0,-63
98,25
47,2
-4,-81
-43,-20
61,49
86,93
-1,-18
-16,35
67,-43
35,92
-66,-39
-60,-3
47,-60
-59,-84
-98,13
-82,28
1,-45
75,-30
-17,-42
-78,-66
42,-14
89,-98
49,-9
100,49
27,-9
-42,-26
-27,80
-19,-48
-88,-40
75,-56
24,12
68,90
-45,-2
-49,27
-18,-35
4,44
32,-82
59,99
-98,-94
-95,-72
-51,80
68,11
0,99
-80,1
-44,-58
71,-40
-76,53
90,-33
-17,55
-61,-58
22,-12
23,-5
-90,-67
-89,62
-49,-72
-30,-50
-54,36
100,-48
99,-78
5,-45
58,-24
16,28
-53,94
58,-21
95,28
46,57
35,-17
54,-58
-33,-80
-84,-44
70,-30
83,59
-64,81
-74,-72
45,-29
-82,-91
-95,-37
-57,-3
-86,6
93,-95
96,62
11,81
44,31
-6,-98
83,0
83,-92
27,65
99,77
10,53
-35,30
-92,-13
-10,19
-30,26
40,68
-58,-13
-32,-9
-19,-94
-71,90
-36,-65
4,-19
-72,96
-45,11
91,-27
98,77
70,26
-19,-83
49,25
-4,-87
-79,-92
31,25
41,-46
91,-41
-53,-65
37,-70
4,11
79,-72
-34,-32
34,-74
16,-39
21,22
-1,70
84,27
-71,60
-43,87
25,-29
-29,19
-79,-73
-84,0
-23,-66
-96,17
74,98
52,-20
66,-20
-44,88
64,28
32,-67
86,93
-82,-45
98,-7
-67,-96
-63,-9
87,-35
-16,70
-61,-36
56,-81
64,-64
-31,-53
16,35
67,-75
-91,98
-28,73
-38,-99
8,8
76,67
2,41
29,-4
-90,-29
-77,-56
-82,41
-99,-13
-46,-83
-27,41
-21,35
94,56
30,9
17,-75
-12,-65
71,84
37,-47
-96,-96
-20,-70
-9,68
-16,-73
-21,17
-92,38
